,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10
T1684,44,47,43,45,40,40,41,48,46,48
T1685,45,47,46,43,47,47,40,48,44,46
T1686,43,45,41,43,46,48,44,46,44,48
T1687,43,48,46,43,45,42,40,41,48,43
T1688,40,41,45,48,48,42,42,44,41,43
T1689,44,48,41,48,42,48,47,41,44,45
T1690,48,41,47,41,40,45,46,42,47,43
T1691,48,46,46,41,44,48,44,40,48,47
T1692,48,48,47,41,48,46,44,45,41,47
T1693,41,43,44,41,48,46,45,48,40,48
T1694,44,46,47,41,46,41,47,41,44,46
T1695,44,42,43,48,48,42,40,45,40,45
T1696,47,44,47,40,40,43,44,47,48,43
T1697,46,46,47,42,45,40,41,40,48,44
T1698,47,47,44,41,43,47,48,44,47,40
T1699,43,43,47,48,40,46,48,46,47,43
T1700,48,45,45,47,44,47,40,42,48,43
T1701,46,42,42,43,41,44,40,47,44,44
T1702,42,41,41,45,46,40,40,40,47,42
T1703,48,43,45,47,48,40,46,47,43,43
T1704,46,40,44,46,42,40,46,47,45,41
T1705,40,44,42,40,42,48,45,44,45,45
T1706,42,42,43,44,43,40,48,45,46,41
T1707,44,40,43,45,44,41,43,43,43,48
T1708,47,48,48,42,45,40,48,41,44,47
T1709,44,40,42,47,43,44,45,47,41,45
T1710,45,41,44,45,45,41,43,46,43,43
T1711,43,46,40,42,41,42,41,41,44,48
T1712,44,45,44,42,48,41,45,43,43,48
T1713,45,45,40,43,45,48,43,45,45,47
T1714,48,43,45,47,47,40,46,47,43,48
T1715,42,48,47,44,46,45,41,44,41,42
T1716,47,40,48,41,40,47,45,45,41,48
T1717,41,43,47,41,41,45,46,48,40,43
T1718,43,42,43,41,41,41,45,43,47,44
T1719,47,45,47,42,43,42,42,41,42,46
T1720,44,45,46,47,48,47,45,42,42,40
T1721,45,43,45,48,40,40,45,47,48,40
T1722,46,42,46,44,43,40,40,47,42,43
T1723,47,48,43,48,47,40,42,45,48,40
T1724,45,47,40,48,46,42,42,41,43,46
T1725,45,43,40,45,44,43,48,48,45,41
T1726,43,42,42,46,46,40,47,40,46,40
T1727,40,46,46,45,47,48,41,42,47,47
T1728,42,45,41,48,40,40,47,44,45,46
T1729,45,42,47,41,47,40,43,42,46,48
T1730,45,42,43,45,48,48,41,45,45,41
T1731,44,48,41,45,48,45,40,43,42,43
T1732,47,40,44,43,48,48,45,48,46,47
T1733,45,46,42,41,46,47,47,42,46,46
T1734,41,44,43,40,40,41,40,42,44,46
T1735,40,42,40,48,42,45,41,44,40,40
T1736,48,46,43,40,44,41,44,40,45,45
T1737,45,48,43,43,45,44,48,40,47,46
T1738,44,45,43,40,45,48,47,42,44,43
T1739,47,42,43,42,41,45,42,40,47,41
T1740,47,43,41,47,42,40,46,48,45,43
T1741,41,46,42,48,47,41,42,45,41,45
T1742,40,40,44,43,41,43,42,46,43,44
T1743,47,45,47,41,47,41,41,43,42,45
T1744,41,42,44,44,45,40,47,47,41,48
T1745,42,41,48,41,48,41,40,41,46,48
T1746,46,40,43,42,44,47,41,47,44,46
T1747,42,44,48,42,45,40,41,40,43,40
T1748,40,45,45,42,45,45,45,42,42,42
T1749,40,44,42,40,41,42,43,41,40,48
T1750,41,48,43,47,41,40,47,43,43,45
T1751,47,41,48,43,42,40,48,47,47,46
T1752,46,43,47,45,47,40,44,41,42,43
T1753,42,43,45,40,44,42,42,45,48,46
T1754,47,48,41,45,42,47,47,47,42,44
T1755,40,41,42,41,45,48,42,40,44,40
T1756,45,40,47,47,42,47,47,48,42,44
T1757,41,42,48,41,42,40,43,48,45,44
T1758,43,44,48,47,40,44,45,41,42,46
T1759,48,46,42,45,47,48,45,47,44,46
T1760,45,43,42,43,46,47,41,41,42,46
T1761,48,43,40,44,44,44,43,47,41,46
T1762,48,41,43,43,45,42,41,46,43,48
T1763,48,41,41,46,44,44,47,42,45,45
T1764,40,42,45,42,46,48,46,45,44,47
T1765,41,40,41,44,42,47,46,46,46,40
T1766,40,40,48,43,44,41,46,44,45,44
T1767,41,42,47,44,48,46,40,46,44,40
T1768,46,42,43,41,44,41,40,41,47,46
T1769,48,44,48,46,44,45,44,41,48,45
T1770,43,47,47,45,45,47,40,48,41,40
T1771,42,48,42,44,43,47,43,45,48,44
T1772,41,40,40,44,40,47,46,41,44,40
T1773,47,41,40,47,48,46,42,43,47,40
T1774,44,46,41,43,44,47,44,48,46,46
T1775,45,47,46,42,42,40,40,40,45,45
T1776,48,47,40,40,45,43,45,41,43,46
T1777,48,45,48,43,40,47,47,47,41,45
T1778,48,40,42,48,45,42,42,45,44,45
T1779,43,47,48,48,44,40,48,45,40,48
T1780,40,41,42,45,44,42,43,45,45,48
T1781,46,41,44,42,42,43,41,41,43,45
T1782,40,45,48,40,48,40,42,42,41,41
T1783,45,45,42,48,42,40,45,47,45,44
T1784,46,40,46,47,44,46,47,42,45,46
T1785,44,43,48,47,47,45,45,46,48,48
T1786,46,48,48,40,43,45,40,46,48,42
T1787,46,46,47,47,46,47,48,40,40,44
T1788,40,40,42,44,47,40,42,48,40,45
T1789,43,48,43,45,42,44,44,46,43,45
T1790,43,45,46,40,44,47,48,42,44,42
T1791,45,41,48,42,46,40,41,41,42,45
T1792,48,44,41,44,45,48,45,42,46,44
T1793,48,47,48,46,44,40,44,40,40,46
T1794,41,46,46,46,45,43,48,43,46,41
T1795,48,43,45,43,41,46,43,40,43,40
T1796,45,44,47,41,46,40,45,46,42,40
T1797,42,43,41,47,43,48,42,42,47,41
T1798,41,46,40,46,42,42,41,40,42,44
T1799,44,40,48,48,47,48,43,46,43,44
T1800,42,41,47,47,48,43,48,48,48,40
T1801,40,45,40,41,45,46,41,48,46,48
T1802,47,40,42,43,40,46,40,48,42,46
T1803,42,48,44,48,43,48,42,41,46,46
T1804,45,46,43,42,44,48,45,42,48,43
T1805,47,44,43,45,45,41,41,41,48,45
T1806,45,48,42,48,40,42,40,40,42,43
T1807,41,45,40,48,40,44,44,45,41,44
T1808,44,47,40,47,40,42,44,43,44,42
T1809,41,43,48,48,44,45,45,42,43,44
T1810,48,48,41,46,44,42,46,48,42,45
T1811,48,43,47,46,47,41,42,44,45,45
T1812,43,46,48,40,42,43,47,43,47,44
T1813,45,41,48,47,42,43,46,48,48,46
T1814,41,43,48,47,42,44,42,43,41,45
T1815,44,40,42,44,44,42,41,46,47,44
T1816,40,48,46,44,41,46,45,42,46,47
T1817,40,42,45,40,44,46,46,42,41,43
T1818,44,44,44,43,48,44,46,45,41,44
T1819,44,43,44,47,40,46,45,48,42,45
T1820,41,40,41,41,45,46,48,44,45,48
T1821,41,45,43,42,46,44,47,41,41,46
T1822,48,45,45,42,48,42,42,40,47,46
T1823,44,48,40,48,45,47,48,47,48,48
T1824,47,45,46,44,48,47,43,47,45,47
T1825,42,46,41,44,48,46,43,48,42,48
T1826,44,40,42,46,42,46,45,40,45,47
T1827,48,48,45,46,47,42,43,47,44,45
T1828,43,41,42,42,41,43,45,41,42,44
T1829,41,43,42,41,43,47,47,45,45,46
T1830,43,48,40,40,42,40,45,41,41,48
T1831,41,46,44,40,48,41,48,46,41,46
T1832,45,44,45,47,41,47,43,40,48,43
T1833,41,45,43,43,44,47,44,45,48,48
T1834,41,45,42,45,47,46,45,44,45,44
T1835,41,44,48,40,44,42,47,46,41,42
T1836,46,46,48,48,43,40,45,45,46,40
T1837,43,40,41,40,44,43,48,42,48,41
T1838,42,47,44,43,41,43,46,48,47,43
T1839,40,44,44,45,41,48,48,48,47,48
T1840,40,43,40,48,40,46,46,45,41,44
T1841,40,45,48,41,46,46,46,47,43,45
T1842,46,41,46,40,48,41,47,40,41,46
T1843,43,45,44,41,44,47,44,41,48,44
T1844,41,45,41,47,47,40,42,46,40,43
T1845,41,42,41,47,42,48,40,43,44,45
T1846,47,40,44,41,48,44,41,45,45,42
T1847,41,40,45,42,40,46,44,48,48,47
T1848,47,41,45,45,40,45,48,42,47,43
T1849,48,46,45,40,48,44,41,44,47,46
T1850,43,41,46,40,44,48,43,42,48,47
T1851,47,48,43,46,46,48,42,48,45,48
T1852,48,42,40,42,45,44,40,42,43,40
T1853,44,48,42,46,42,47,46,40,40,40
T1854,46,41,48,42,45,47,48,46,44,45
T1855,48,41,45,44,45,48,41,46,47,41
T1856,47,45,45,42,47,46,45,47,44,43
T1857,41,44,41,44,45,46,47,43,47,42
T1858,43,44,40,44,48,42,45,48,41,43
T1859,40,42,43,45,47,42,45,48,43,48
T1860,47,44,40,44,47,42,45,46,40,46
T1861,40,48,48,46,47,41,41,44,46,42
T1862,42,43,42,46,41,41,43,43,42,48
T1863,42,46,46,42,47,41,45,46,41,46
T1864,47,41,42,42,45,47,44,45,40,45
T1865,48,41,47,47,44,44,47,43,41,44
T1866,42,46,44,41,45,40,47,43,48,41
T1867,40,43,45,44,46,42,42,45,41,43
T1868,43,44,42,48,48,41,48,44,40,40
T1869,48,43,43,44,45,46,40,44,42,47
T1870,42,44,40,40,45,46,41,46,42,42
T1871,45,40,44,45,47,44,46,40,47,42
T1872,43,43,42,46,42,44,43,43,41,43
T1873,44,42,45,40,43,45,47,43,41,46
T1874,47,43,47,45,44,40,41,40,44,47
T1875,46,42,45,41,48,41,43,41,42,46
T1876,44,46,45,40,42,46,42,48,44,46
T1877,43,42,48,45,43,40,45,43,43,47
T1878,46,41,43,42,43,41,48,43,41,43
T1879,43,42,45,40,44,40,41,48,46,40
T1880,44,42,41,40,46,46,48,43,41,40
T1881,44,44,46,46,45,44,43,40,41,41
T1882,40,40,43,40,41,40,47,41,42,42
T1883,41,44,40,45,45,45,40,45,42,43
T1884,47,40,46,42,48,47,42,43,44,47
T1885,40,42,44,47,47,43,46,41,46,45
T1886,46,42,41,46,40,45,43,44,44,47
T1887,43,43,44,48,41,43,41,47,42,44
T1888,45,45,48,43,47,45,43,44,46,45
T1889,42,47,44,44,48,46,43,48,43,41
T1890,45,46,48,47,45,47,46,43,40,46
T1891,42,48,40,40,41,41,42,40,42,41
T1892,44,41,43,47,45,45,41,48,46,40
T1893,47,40,48,42,45,44,44,44,48,43
T1894,45,46,42,44,40,40,41,46,45,46
T1895,40,46,42,42,44,47,46,47,40,48
T1896,45,40,43,43,40,40,42,43,46,47
T1897,43,47,43,44,42,42,46,46,43,41
T1898,44,46,48,43,46,43,44,44,41,40
T1899,41,46,45,46,44,41,47,40,42,44
T1900,46,46,47,44,44,41,44,46,41,42
T1901,46,45,46,48,44,42,46,40,43,41
T1902,47,47,40,42,43,46,46,44,45,43
T1903,42,44,43,44,44,44,40,42,46,43
T1904,41,43,40,42,43,40,43,44,40,48
T1905,42,45,47,47,41,43,44,47,40,43
T1906,45,45,42,45,40,40,43,43,43,47
T1907,44,41,47,46,44,46,41,47,44,45
T1908,47,44,42,40,40,45,43,40,46,47
T1909,47,43,46,48,48,46,44,40,40,42
T1910,45,47,48,41,47,48,44,45,44,46
T1911,41,46,42,44,45,43,46,44,43,42
T1912,48,48,43,47,47,45,41,44,42,45
T1913,44,41,43,44,42,46,40,44,47,41
T1914,44,47,45,40,40,45,47,44,47,43
T1915,44,41,41,41,41,40,47,48,42,47
T1916,44,47,45,43,48,41,47,46,45,40
T1917,41,46,46,48,46,42,41,44,43,42
T1918,44,41,40,48,47,47,41,40,43,41
T1919,48,47,45,42,40,48,44,43,43,46
T1920,46,44,47,44,42,42,44,47,46,46
T1921,44,42,48,40,47,46,41,48,43,45
T1922,48,47,43,42,45,48,45,46,40,42
T1923,41,40,48,42,44,41,44,40,44,47
T1924,41,41,47,44,41,45,47,48,46,45
T1925,48,40,48,48,48,44,46,48,46,42
T1926,40,42,46,43,48,44,44,42,44,44
T1927,44,48,48,48,43,44,45,43,43,45
T1928,46,40,44,43,40,44,47,46,47,42
T1929,42,46,41,44,43,45,40,43,42,41
T1930,47,44,45,48,43,48,40,43,45,47
T1931,42,45,45,40,41,44,45,44,44,46
T1932,40,41,44,40,42,48,42,43,45,45
T1933,40,46,41,44,46,47,44,42,46,48
T1934,48,48,42,43,44,40,47,44,46,47
T1935,47,41,48,47,41,45,44,47,40,48
T1936,43,40,40,40,44,48,40,42,41,42
T1937,42,47,42,48,42,48,46,47,47,47
T1938,41,47,44,41,47,40,41,47,41,43
T1939,40,45,41,42,44,46,40,47,46,41
T1940,46,41,45,45,47,40,42,46,42,47
T1941,45,41,42,46,43,41,42,40,43,42
T1942,40,42,41,45,46,40,41,42,42,45
T1943,41,46,48,46,47,44,43,41,44,47
T1944,40,40,44,46,40,43,48,45,41,40
T1945,46,48,48,41,43,40,40,48,46,46
T1946,42,43,43,46,40,42,40,44,41,43
T1947,41,45,47,45,41,43,43,40,42,44
T1948,44,45,45,46,45,44,48,42,43,46
T1949,45,40,46,44,41,44,48,42,42,45
T1950,43,44,43,45,42,42,41,46,45,42
T1951,48,45,41,43,48,44,48,44,42,42
T1952,47,45,42,43,44,42,48,46,46,42
T1953,42,46,41,45,40,43,47,44,42,44
T1954,46,45,42,41,44,43,43,48,40,46
T1955,40,43,43,44,45,42,43,43,40,44
T1956,42,43,42,44,41,44,44,48,47,40
T1957,48,42,40,46,41,45,40,42,45,48
T1958,40,44,48,46,48,45,42,45,43,42
T1959,47,45,45,47,45,44,45,42,45,44
T1960,41,46,42,46,48,44,41,47,46,44
T1961,45,44,41,44,44,43,42,47,43,41
T1962,42,41,45,46,43,41,41,40,42,44
T1963,40,44,47,44,44,42,40,41,41,46
T1964,43,45,45,41,45,45,48,47,42,47
T1965,41,42,43,43,46,45,45,42,44,40
T1966,46,41,47,40,43,46,43,46,48,48
T1967,48,42,45,40,42,40,45,40,46,46
T1968,47,40,47,42,48,46,44,46,47,44
T1969,40,48,46,46,40,40,41,45,47,40
T1970,44,40,40,43,40,43,40,44,42,48
T1971,44,48,44,44,46,48,43,43,46,42
T1972,42,42,44,46,42,41,43,44,48,44
T1973,45,44,48,46,45,48,46,47,41,43
T1974,45,40,44,43,42,48,42,42,48,44
T1975,40,47,42,41,43,41,47,45,43,42
T1976,47,41,43,44,46,40,41,48,45,44
T1977,40,42,46,44,44,47,40,46,44,41
T1978,46,43,40,48,44,45,45,41,46,47
T1979,45,42,48,42,47,47,45,48,45,42
T1980,42,47,40,44,42,48,45,46,43,48
T1981,40,47,47,41,45,42,45,48,46,48
T1982,46,45,42,48,42,46,47,42,46,40
T1983,45,44,46,40,44,41,44,47,44,46
T1984,43,44,45,41,48,41,47,46,46,48
T1985,42,42,43,48,42,44,47,43,42,40
T1986,44,44,44,46,40,43,41,41,43,46
T1987,41,40,41,41,45,48,41,45,48,40
T1988,45,47,47,40,45,44,40,45,44,40
T1989,40,48,47,46,46,42,40,40,40,40
T1990,43,48,48,48,41,45,42,43,44,42
T1991,44,48,44,47,41,43,40,42,45,48
T1992,40,46,42,41,42,46,42,41,43,47
T1993,45,44,40,44,42,44,40,41,48,45
T1994,45,40,44,40,43,41,43,40,44,47
T1995,43,48,43,48,40,41,47,43,41,45
T1996,43,42,42,44,40,40,42,42,44,46
T1997,48,46,48,44,47,46,46,42,43,44
T1998,47,42,44,46,40,48,42,42,48,45
T1999,45,41,40,42,46,44,44,44,42,41
T2000,48,45,41,44,45,44,43,48,47,40
T2001,47,47,47,46,45,43,46,40,40,42
T2002,48,46,42,45,45,47,48,42,41,40
T2003,40,44,46,48,40,45,42,43,47,41
T2004,44,47,47,41,40,44,46,48,44,47
T2005,44,47,47,46,43,44,48,47,43,47
T2006,42,42,43,44,44,47,48,46,42,44
T2007,44,44,40,42,43,46,43,46,47,47
T2008,47,43,46,44,44,45,44,44,42,44
T2009,41,40,43,45,44,46,45,40,47,46
T2010,41,42,42,43,45,41,41,45,43,41
T2011,40,48,45,45,43,41,44,48,46,46
T2012,40,47,46,45,43,47,41,42,45,48
T2013,47,47,42,41,40,40,40,44,46,44
T2014,44,42,41,48,48,42,41,40,48,41
T2015,43,45,44,48,44,48,44,45,44,44
T2016,45,47,40,43,46,44,46,45,45,42
T2017,43,44,40,40,40,46,48,47,44,48
T2018,40,48,45,40,45,43,47,43,44,48
T2019,43,47,44,41,41,43,43,40,41,46
T2020,47,47,42,45,41,43,45,43,40,41
T2021,40,42,44,46,42,47,44,40,46,40
T2022,45,40,40,45,40,46,48,44,41,43
T2023,44,48,41,40,42,40,41,43,45,44
T2024,41,47,44,44,40,48,45,48,41,43
T2025,43,47,45,48,48,46,47,40,43,42
T2026,47,42,48,47,47,48,46,48,44,46
T2027,48,42,42,48,42,44,47,44,41,44
T2028,43,47,48,40,46,41,43,41,46,45
T2029,41,45,47,43,47,41,47,46,43,48
T2030,46,44,43,46,42,48,40,40,46,46
T2031,40,47,42,47,40,47,44,47,41,41
T2032,46,43,46,40,43,42,47,41,41,45
T2033,41,44,41,47,45,48,48,42,43,44
T2034,41,44,44,46,45,41,40,47,47,45
T2035,47,43,43,46,41,40,42,45,47,40
T2036,47,45,41,40,43,47,44,47,40,46
T2037,44,43,42,40,40,43,40,40,47,48
T2038,46,48,48,48,40,48,44,43,41,44
T2039,44,42,42,43,44,44,45,48,45,45
T2040,47,47,40,44,45,40,40,48,44,44
T2041,40,45,42,43,44,43,45,46,48,47
T2042,47,43,44,47,41,41,48,43,48,46
T2043,46,47,43,42,46,45,47,41,44,42
T2044,41,48,48,44,46,46,47,43,47,42
T2045,46,41,41,44,47,46,47,48,44,48
T2046,46,48,40,46,43,48,40,44,48,40
T2047,46,46,45,41,48,48,43,45,47,47
T2048,48,48,44,42,42,43,41,48,43,43
T2049,40,42,40,43,44,40,44,43,44,46
T2050,43,45,46,40,43,43,44,41,47,48
T2051,44,44,41,43,41,43,45,44,44,48
T2052,45,41,46,43,47,47,44,41,43,46
T2053,45,44,47,46,46,42,42,41,48,47
T2054,46,45,42,46,47,43,47,48,44,48
T2055,48,44,43,42,45,48,40,40,48,40
T2056,44,43,45,42,45,47,41,47,47,40
T2057,41,48,44,44,42,45,42,41,45,44
T2058,43,46,48,43,42,47,40,46,40,42
T2059,48,45,43,42,45,46,47,48,42,41
T2060,43,40,47,47,46,45,45,48,44,47
T2061,42,46,42,45,45,40,41,45,42,47
T2062,48,46,41,48,45,46,41,40,45,43
T2063,44,44,40,48,44,42,44,43,43,41
T2064,45,47,47,43,42,47,44,44,43,46
T2065,42,48,40,41,41,42,46,48,40,40
T2066,42,44,47,47,41,47,47,45,45,48
T2067,40,46,46,47,46,46,44,41,45,42
T2068,40,44,44,43,41,46,48,42,41,47
T2069,44,43,42,45,46,48,45,48,43,42
T2070,40,48,40,41,47,44,40,47,40,47
T2071,46,43,47,41,44,41,45,48,41,48
T2072,44,44,48,44,40,45,43,42,44,47
T2073,43,40,47,45,46,46,42,48,47,47
T2074,42,43,43,40,42,44,40,40,45,43
T2075,42,41,41,43,43,41,46,40,42,45
T2076,48,46,45,41,44,44,40,40,45,44
T2077,43,47,40,40,40,46,45,45,41,43
T2078,40,48,42,47,40,44,41,46,48,46
T2079,41,40,45,42,44,42,47,43,41,40
T2080,42,44,48,46,45,40,43,42,42,45
T2081,48,41,46,40,41,48,40,41,45,45
T2082,44,46,44,41,40,44,43,47,44,42
T2083,40,40,46,44,47,45,46,45,40,44
T2084,42,47,42,46,45,42,48,45,44,48
T2085,43,48,48,48,47,40,45,42,42,43
T2086,40,44,43,45,41,42,44,45,41,42
T2087,48,41,43,45,43,40,46,47,47,41
T2088,43,42,48,42,44,48,48,47,40,43
T2089,46,46,41,47,45,42,42,41,44,40
T2090,43,46,40,41,41,43,41,42,44,42
T2091,47,47,44,48,44,43,45,48,47,44
T2092,47,47,43,41,44,48,48,47,46,48
T2093,48,44,40,41,44,43,40,45,46,45
T2094,41,47,40,45,48,40,41,41,44,48
T2095,47,42,48,47,44,43,45,44,48,47
T2096,46,42,43,47,42,43,48,47,44,44
T2097,47,46,44,40,40,41,41,45,44,45
T2098,42,44,43,47,40,42,43,44,41,41
T2099,44,43,46,47,46,45,41,46,47,47
T2100,46,44,42,43,42,48,42,42,42,43
T2101,42,44,44,40,42,43,47,47,41,43
T2102,47,43,42,41,48,44,48,44,41,46
T2103,48,44,40,42,46,47,40,40,45,48
T2104,46,47,41,43,45,47,44,45,42,47
T2105,43,47,41,46,47,47,47,41,48,42
T2106,46,43,40,44,44,41,47,42,41,47
T2107,44,42,43,41,44,43,40,46,45,48
T2108,43,46,47,46,46,46,41,41,48,41
T2109,46,43,46,41,46,48,48,40,41,41
T2110,45,42,40,47,46,40,44,44,40,46
T2111,41,47,48,48,41,46,41,45,41,41
T2112,40,45,41,41,42,42,42,45,43,47
T2113,42,47,40,46,40,45,47,45,45,40
T2114,48,42,46,45,41,41,46,44,43,42
T2115,45,46,43,46,42,44,47,46,47,46
T2116,45,46,43,40,48,48,46,44,40,46
T2117,41,44,40,48,48,46,44,44,48,44
T2118,43,40,48,48,42,41,43,42,45,40
T2119,45,41,44,43,44,48,45,45,42,47
T2120,46,46,46,43,43,44,40,41,43,44
T2121,42,42,45,48,48,45,44,41,40,47
T2122,41,44,42,45,48,46,47,48,42,45
T2123,46,47,46,41,47,42,46,44,47,45
T2124,48,40,43,41,48,41,47,46,42,46
T2125,42,46,40,40,44,40,43,48,47,43
T2126,47,44,42,41,47,40,44,47,47,48
T2127,43,47,48,44,47,45,42,47,45,42
T2128,44,43,47,48,42,47,43,42,46,46
T2129,47,47,41,46,41,42,46,48,46,46
T2130,47,47,46,47,47,46,48,46,41,46
T2131,47,48,43,44,48,46,48,42,40,43
T2132,47,43,45,43,48,43,48,41,43,44
T2133,45,43,42,40,47,45,46,44,40,40
T2134,40,41,41,41,44,42,42,40,40,43
T2135,43,43,42,45,46,40,46,42,40,40
T2136,40,41,43,48,40,41,48,40,41,41
T2137,40,40,45,47,46,41,40,44,45,48
T2138,40,48,40,40,47,42,45,47,42,46
T2139,48,40,46,42,46,42,48,41,46,46
T2140,46,48,43,46,44,40,40,43,44,44
T2141,40,47,43,41,45,42,40,42,42,44
T2142,48,40,40,40,48,43,48,48,43,43
T2143,43,48,41,40,42,44,43,41,44,41
T2144,44,48,47,44,47,44,41,48,44,43
T2145,48,46,42,43,43,40,44,44,45,43
T2146,44,40,40,43,45,48,41,40,41,45
T2147,45,44,46,44,45,42,44,48,46,40
T2148,40,48,41,47,42,40,46,48,46,44
T2149,45,48,48,43,45,47,46,46,45,40
T2150,43,46,42,44,44,47,40,42,41,40
T2151,43,46,41,40,40,48,43,45,45,41
T2152,43,48,43,45,40,42,40,40,47,46
T2153,48,48,47,44,42,46,43,45,44,47
T2154,43,42,45,44,40,40,40,47,45,43
T2155,46,40,46,46,44,46,46,44,47,44
T2156,41,46,45,44,40,45,46,44,45,41
T2157,45,46,48,48,40,44,44,45,40,42
T2158,44,43,48,42,43,41,45,43,46,41
T2159,48,41,44,45,41,46,47,47,41,47
T2160,48,48,43,47,41,44,44,41,46,46
T2161,41,46,48,44,44,48,46,47,47,44
T2162,45,46,40,47,40,44,42,46,44,44
T2163,47,44,44,46,43,40,45,48,46,48
T2164,41,48,46,42,41,47,41,47,42,42
T2165,46,40,40,41,42,40,42,48,44,40
T2166,48,42,44,48,44,44,40,43,46,45
T2167,47,42,44,43,44,42,48,43,46,41
T2168,47,40,44,40,40,42,46,48,48,45
T2169,41,41,46,42,46,44,45,46,48,42
T2170,42,40,46,42,40,43,45,48,45,40
T2171,44,48,45,44,43,47,45,47,46,47
T2172,47,48,43,43,42,41,41,47,47,45
T2173,43,41,40,48,40,40,41,42,40,46
T2174,42,47,48,43,44,48,48,44,45,46
T2175,45,42,48,46,41,41,47,40,47,48
T2176,44,45,40,48,46,41,48,48,42,40
T2177,42,47,44,44,45,46,40,45,48,45
T2178,44,41,43,41,46,44,40,41,43,42
T2179,46,45,40,48,45,45,40,48,44,44
T2180,45,42,44,42,43,44,42,44,43,45
T2181,46,40,45,47,47,44,40,42,43,41
T2182,45,47,41,44,44,47,40,47,47,42
T2183,44,48,43,46,41,41,40,40,41,44
T2184,48,41,46,48,45,47,45,40,47,46
T2185,43,40,44,46,42,43,45,47,47,42
T2186,40,40,47,45,47,43,43,41,46,44
T2187,43,42,48,46,47,42,43,47,45,42
T2188,42,41,41,47,44,44,48,45,48,42
T2189,41,43,47,40,48,46,47,41,46,47
T2190,43,42,45,46,45,46,42,40,45,44
T2191,42,44,46,46,46,47,42,43,48,48
T2192,44,48,43,42,48,40,40,43,41,40
T2193,44,45,42,47,42,46,47,42,42,42
T2194,48,43,41,46,43,45,46,45,47,42
T2195,43,42,42,47,40,42,48,48,43,45
T2196,44,42,48,41,40,41,41,43,44,45
T2197,48,46,47,44,48,40,44,40,44,41
T2198,48,43,41,40,43,42,43,42,47,45
T2199,44,46,43,42,46,42,40,48,41,44
T2200,44,46,40,41,42,48,46,42,41,48
T2201,41,43,41,46,44,40,41,40,43,48
T2202,44,42,45,43,44,44,43,44,41,40
T2203,41,41,43,42,47,41,45,48,46,48
T2204,48,41,41,40,40,41,48,43,43,46
T2205,44,45,41,46,42,46,46,45,43,46
T2206,48,48,44,48,46,40,42,42,43,40
T2207,46,46,40,46,43,46,46,45,40,47
T2208,47,47,47,40,48,47,42,48,47,41
T2209,44,42,40,41,47,46,47,42,46,47
T2210,42,44,48,42,40,47,48,41,45,40
T2211,40,47,44,45,45,40,46,44,47,48
T2212,44,40,45,43,41,43,40,44,45,46
T2213,48,45,45,47,48,43,40,44,45,44
T2214,46,42,40,43,44,48,44,42,45,43
T2215,40,44,45,40,48,44,47,46,42,43
T2216,41,43,41,48,41,45,43,44,48,40
T2217,42,40,43,42,41,41,45,40,47,45
T2218,43,44,48,45,44,40,46,43,43,42
T2219,45,45,47,43,41,47,47,47,45,42
T2220,43,43,45,46,43,48,45,40,40,48
T2221,41,41,40,48,45,42,41,43,40,45
T2222,48,40,47,40,40,43,45,43,44,48
T2223,48,40,42,45,41,47,40,42,40,47
T2224,43,43,48,44,45,46,40,46,47,42
T2225,48,48,48,48,40,42,41,48,40,43
T2226,48,40,42,45,46,43,46,46,44,43
T2227,46,45,47,46,43,41,43,40,48,46
T2228,40,41,44,45,41,46,40,44,45,43
T2229,47,43,43,40,47,48,44,45,42,41
T2230,43,44,48,47,41,45,41,41,46,48
T2231,48,41,45,48,42,48,45,48,42,42
T2232,40,40,43,41,41,48,41,42,41,41
T2233,48,45,41,47,44,43,47,44,47,45
T2234,40,45,42,42,40,43,45,43,47,47
T2235,48,45,46,42,43,48,43,42,44,40
T2236,41,45,42,48,45,40,42,47,42,44
T2237,45,48,48,48,47,42,47,45,43,46
T2238,45,43,48,44,47,48,42,45,45,40
T2239,45,45,41,44,43,40,43,46,40,47
T2240,45,46,40,41,44,40,42,45,42,43
T2241,46,42,45,42,45,48,46,48,48,42
T2242,45,44,44,44,47,41,44,46,46,45
T2243,46,44,41,43,47,44,47,44,48,47
T2244,41,46,40,46,43,42,42,46,40,43
T2245,44,45,40,41,48,44,44,47,40,42
T2246,42,47,48,40,45,43,45,46,47,46
T2247,40,42,46,47,46,42,47,42,45,42
T2248,41,44,43,45,45,44,44,42,45,44
T2249,43,47,45,45,44,44,47,40,45,46
T2250,46,45,40,43,44,44,43,42,42,44
T2251,44,44,46,47,44,44,42,41,47,42
T2252,40,44,43,46,40,45,43,42,43,41
T2253,44,40,40,41,43,41,41,40,46,47
T2254,47,42,46,42,40,48,45,46,40,40
T2255,46,44,41,48,40,47,41,47,41,40
T2256,44,45,46,45,41,40,40,40,45,42
T2257,46,42,41,41,43,46,46,45,44,44
T2258,47,41,41,40,41,44,40,42,46,47
T2259,42,48,46,47,44,40,45,48,48,45
T2260,40,47,41,48,43,48,44,47,44,40
T2261,40,45,40,45,48,42,45,48,41,40
T2262,46,48,40,48,48,41,46,46,46,42
T2263,41,45,44,43,41,47,44,45,40,48
T2264,45,45,40,47,45,48,40,41,44,44
T2265,40,46,41,45,44,48,45,47,41,44
